Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Κύριε,Lord,N-VMS,G2962,Revelation 16,76637
Θεός,God,N-NMS,G2316,Revelation 16,76638
Παντοκράτωρ,Almighty,N-VMS,G3841,Revelation 16,76639
ἀληθιναὶ,TRUE,Adj-NFP,G228,Revelation 16,76640
δίκαιαι,righteous are,Adj-NFP,G1342,Revelation 16,76641
αἱ,the,Art-NFP,G3588,Revelation 16,76642
κρίσεις,judgments,N-NFP,G2920,Revelation 16,76643
σου,of You,PPro-G2S,G4771,Revelation 16,76644
τέταρτος,fourth,Adj-NMS,G5067,Revelation 16,76645
τὸν,the,Art-AMS,G3588,Revelation 16,76646
ἥλιον,sun,N-AMS,G2246,Revelation 16,76647
ἐδόθη,there was given,V-AIP-3S,G1325,Revelation 16,76648
αὐτῷ,to it,PPro-DM3S,G846,Revelation 16,76649
καυματίσαι,to scorch,V-ANA,G2739,Revelation 16,76650
πυρί,fire,N-DNS,G4442,Revelation 16,76651
ἐκαυματίσθησαν,were scorched,V-AIP-3P,G2739,Revelation 16,76652
οἱ,the,Art-NMP,G3588,Revelation 16,76653
ἄνθρωποι,men,N-NMP,G444,Revelation 16,76654
καῦμα,with heat,N-ANS,G2738,Revelation 16,76655
μέγα,great,Adj-ANS,G3173,Revelation 16,76656
ἐβλασφήμησαν,they cursed,V-AIA-3P,G987,Revelation 16,76657
ὄνομα,name,N-ANS,G3686,Revelation 16,76658
ἔχοντος,having,V-PPA-GMS,G2192,Revelation 16,76659
ἐξουσίαν,authority,N-AFS,G1849,Revelation 16,76660
πληγὰς,plagues,N-AFP,G4127,Revelation 16,76661
ταύτας,these,DPro-AFP,G3778,Revelation 16,76662
οὐ,not,Adv,G3756,Revelation 16,76663
μετενόησαν,did they repent,V-AIA-3P,G3340,Revelation 16,76664
δοῦναι,to give,V-ANA,G1325,Revelation 16,76665
δόξαν,glory,N-AFS,G1391,Revelation 16,76666
πέμπτος,fifth,Adj-NMS,G3991,Revelation 16,76667
θρόνον,throne,N-AMS,G2362,Revelation 16,76668
ἡ,the,Art-NFS,G3588,Revelation 16,76669
βασιλεία,kingdom,N-NFS,G932,Revelation 16,76670
ἐσκοτωμένη,darkened,V-RPM/P-NFS,G4656,Revelation 16,76671
ἐμασῶντο,they were gnawing,V-IIM/P-3P,G3145,Revelation 16,76672
γλώσσας,tongues,N-AFP,G1100,Revelation 16,76673
αὐτῶν,of them,PPro-GM3P,G846,Revelation 16,76674
πόνου,distress,N-GMS,G4192,Revelation 16,76675
Θεὸν,God,N-AMS,G2316,Revelation 16,76676
οὐρανοῦ,heaven,N-GMS,G3772,Revelation 16,76677
τῶν,the,Art-GMP,G3588,Revelation 16,76678
πόνων,distresses,N-GMP,G4192,Revelation 16,76679
ἑλκῶν,sores,N-GNP,G1668,Revelation 16,76680
ἔργων,works,N-GNP,G2041,Revelation 16,76681
ἕκτος,sixth,Adj-NMS,G1623,Revelation 16,76682
ποταμὸν,river,N-AMS,G4215,Revelation 16,76683
μέγαν,great,Adj-AMS,G3173,Revelation 16,76684
τὸν,-,Art-AMS,G3588,Revelation 16,76685
Εὐφράτην,Euphrates,N-AMS,G2166,Revelation 16,76686
ἐξηράνθη,was dried up,V-AIP-3S,G3583,Revelation 16,76687
τὸ,the,Art-NNS,G3588,Revelation 16,76688
ὕδωρ,water,N-NNS,G5204,Revelation 16,76689
ἵνα,so that,Conj,G2443,Revelation 16,76690
ἑτοιμασθῇ,might be prepared,V-ASP-3S,G2090,Revelation 16,76691
ὁδὸς,way,N-NFS,G3598,Revelation 16,76692
βασιλέων,kings,N-GMP,G935,Revelation 16,76693
ἀπὸ,of the,Prep,G575,Revelation 16,76694
ἀνατολῆς,rising,N-GFS,G395,Revelation 16,76695
ἡλίου,of the sun,N-GMS,G2246,Revelation 16,76696
εἶδον,I saw coming,V-AIA-1S,G3708,Revelation 16,76697
στόματος,mouth,N-GNS,G4750,Revelation 16,76698
δράκοντος,dragon,N-GMS,G1404,Revelation 16,76699
ψευδοπροφήτου,false prophet,N-GMS,G5578,Revelation 16,76700
πνεύματα,spirits,N-ANP,G4151,Revelation 16,76701
τρία,three,Adj-ANP,G5140,Revelation 16,76702
ἀκάθαρτα,unclean,Adj-ANP,G169,Revelation 16,76703
βάτραχοι,frogs,N-NMP,G944,Revelation 16,76704
εἰσὶν,they are,V-PIA-3P,G1510,Revelation 16,76705
γὰρ,for,Conj,G1063,Revelation 16,76706
πνεύματα,spirits,N-NNP,G4151,Revelation 16,76707
δαιμονίων,of demons,N-GNP,G1140,Revelation 16,76708
ποιοῦντα,performing,V-PPA-NNP,G4160,Revelation 16,76709
σημεῖα,signs,N-ANP,G4592,Revelation 16,76710
ἃ,which,RelPro-NNP,G3739,Revelation 16,76711
ἐκπορεύεται,go forth,V-PIM/P-3S,G1607,Revelation 16,76712
βασιλεῖς,kings,N-AMP,G935,Revelation 16,76713
τῆς,of the,Art-GFS,G3588,Revelation 16,76714
οἰκουμένης,inhabited world,N-GFS,G3625,Revelation 16,76715
ὅλης,whole,Adj-GFS,G3650,Revelation 16,76716
συναγαγεῖν,to gather together,V-ANA,G4863,Revelation 16,76717
αὐτοὺς,them,PPro-AM3P,G846,Revelation 16,76718
πόλεμον,battle,N-AMS,G4171,Revelation 16,76719
ἡμέρας,day,N-GFS,G2250,Revelation 16,76720
Παντοκράτορος,Almighty,N-GMS,G3841,Revelation 16,76721
Ἰδοὺ,Behold,V-AMA-2S,G2400,Revelation 16,76722
ἔρχομαι,I am coming,V-PIM/P-1S,G2064,Revelation 16,76723
κλέπτης,a thief,N-NMS,G2812,Revelation 16,76724
μακάριος,Blessed is,Adj-NMS,G3107,Revelation 16,76725
γρηγορῶν,watching,V-PPA-NMS,G1127,Revelation 16,76726
τηρῶν,keeping,V-PPA-NMS,G5083,Revelation 16,76727
τὰ,the,Art-ANP,G3588,Revelation 16,76728
ἱμάτια,garments,N-ANP,G2440,Revelation 16,76729
μὴ,not,Adv,G3361,Revelation 16,76730
γυμνὸς,naked,Adj-NMS,G1131,Revelation 16,76731
περιπατῇ,he should walk,V-PSA-3S,G4043,Revelation 16,76732
βλέπωσιν,they might see,V-PSA-3P,G991,Revelation 16,76733
ἀσχημοσύνην,shame,N-AFS,G808,Revelation 16,76734
συνήγαγεν,he gathered together,V-AIA-3S,G4863,Revelation 16,76735
τόπον,place,N-AMS,G5117,Revelation 16,76736
καλούμενον,called,V-PPM/P-AMS,G2564,Revelation 16,76737
Ἑβραϊστὶ,in Hebrew,Adv,G1447,Revelation 16,76738
Ἁρ,Armageddon,N-NNS,G717,Revelation 16,76739
ἕβδομος,seventh,Adj-NMS,G1442,Revelation 16,76740
ἀέρα,air,N-AMS,G109,Revelation 16,76741
ἐξῆλθεν,came out,V-AIA-3S,G1831,Revelation 16,76742
φωνὴ,a voice,N-NFS,G5456,Revelation 16,76743
μεγάλη,loud,Adj-NFS,G3173,Revelation 16,76744
θρόνου,throne,N-GMS,G2362,Revelation 16,76745
λέγουσα,saying,V-PPA-NFS,G3004,Revelation 16,76746
Γέγονεν,It is done,V-RIA-3S,G1096,Revelation 16,76747
ἐγένοντο,there were,V-AIM-3P,G1096,Revelation 16,76748
ἀστραπαὶ,flashes of lightning,N-NFP,G796,Revelation 16,76749
φωναὶ,voices,N-NFP,G5456,Revelation 16,76750
βρονταί,thunders,N-NFP,G1027,Revelation 16,76751
σεισμὸς,an earthquake,N-NMS,G4578,Revelation 16,76752
μέγας,great,Adj-NMS,G3173,Revelation 16,76753
οἷος,such as,RelPro-NMS,G3634,Revelation 16,76754
οὐκ,not,Adv,G3756,Revelation 16,76755
ἀφ,since,Prep,G575,Revelation 16,76756
οὗ,-,RelPro-GMS,G3739,Revelation 16,76757
ἄνθρωπος ,men,N-NMS,G444,Revelation 16,76758
γῆς,earth,N-GFS,G1093,Revelation 16,76759
τηλικοῦτος,so great,DPro-NMS,G5082,Revelation 16,76760
οὕτω,so,Adv,G3779,Revelation 16,76761
πόλις,city,N-NFS,G4172,Revelation 16,76762
μέρη,parts,N-ANP,G3313,Revelation 16,76763
πόλεις,cities,N-NFP,G4172,Revelation 16,76764
ἐθνῶν,nations,N-GNP,G1484,Revelation 16,76765
ἔπεσαν,fell,V-AIA-3P,G4098,Revelation 16,76766
Βαβυλὼν,Babylon,N-NFS,G897,Revelation 16,76767
ἐμνήσθη,was remembered,V-AIP-3S,G3403,Revelation 16,76768
ἐνώπιον,before,Prep,G1799,Revelation 16,76769
αὐτῇ,her,PPro-DF3S,G846,Revelation 16,76770
ποτήριον,cup,N-ANS,G4221,Revelation 16,76771
οἴνου,wine,N-GMS,G3631,Revelation 16,76772
ὀργῆς,wrath,N-GFS,G3709,Revelation 16,76773
νῆσος,island,N-NFS,G3520,Revelation 16,76774
ἔφυγεν,fled,V-AIA-3S,G5343,Revelation 16,76775
ὄρη,mountains,N-NNP,G3735,Revelation 16,76776
οὐχ,not,Adv,G3756,Revelation 16,76777
εὑρέθησαν,were to be found,V-AIP-3P,G2147,Revelation 16,76778
χάλαζα,a hail,N-NFS,G5464,Revelation 16,76779
ταλαντιαία,a talent weight,Adj-NFS,G5006,Revelation 16,76780
καταβαίνει,comes down,V-PIA-3S,G2597,Revelation 16,76781
πληγῆς,plague,N-GFS,G4127,Revelation 16,76782
χαλάζης,hail,N-GFS,G5464,Revelation 16,76783
ἐστὶν,is,V-PIA-3S,G1510,Revelation 16,76784
πληγὴ,plague,N-NFS,G4127,Revelation 16,76785
αὐτῆς,of it,PPro-GF3S,G846,Revelation 16,76786
σφόδρα,exceedingly,Adv,G4970,Revelation 16,76787
Καὶ,And,Conj,G2532,Revelation 17,76788
ἦλθεν,came,V-AIA-3S,G2064,Revelation 17,76789
εἷς,one,Adj-NMS,G1520,Revelation 17,76790
ἐκ,of,Prep,G1537,Revelation 17,76791
τῶν,the,Art-GMP,G3588,Revelation 17,76792
ἑπτὰ,seven,Adj-GMP,G2033,Revelation 17,76793
ἀγγέλων,angels,N-GMP,G32,Revelation 17,76794
ἐχόντων,having,V-PPA-GMP,G2192,Revelation 17,76795
τὰς,the,Art-AFP,G3588,Revelation 17,76796
ἑπτὰ,seven,Adj-AFP,G2033,Revelation 17,76797
φιάλας,bowls,N-AFP,G5357,Revelation 17,76798
καὶ,and,Conj,G2532,Revelation 17,76799
ἐλάλησεν,spoke,V-AIA-3S,G2980,Revelation 17,76800
μετ,with,Prep,G3326,Revelation 17,76801
ἐμοῦ,me,PPro-G1S,G1473,Revelation 17,76802
λέγων,saying,V-PPA-NMS,G3004,Revelation 17,76803
Δεῦρο,Come here,V-M-2S,G1204,Revelation 17,76804
δείξω,I will show,V-FIA-1S,G1166,Revelation 17,76805
σοι,you,PPro-D2S,G4771,Revelation 17,76806
τὸ,the,Art-ANS,G3588,Revelation 17,76807
κρίμα,punishment,N-ANS,G2917,Revelation 17,76808
τῆς,of the,Art-GFS,G3588,Revelation 17,76809
πόρνης,prostitute,N-GFS,G4204,Revelation 17,76810
μεγάλης,great,Adj-GFS,G3173,Revelation 17,76811
καθημένης,sitting,V-PPM/P-GFS,G2521,Revelation 17,76812
ἐπὶ,upon,Prep,G1909,Revelation 17,76813
ὑδάτων,waters,N-GNP,G5204,Revelation 17,76814
πολλῶν,many,Adj-GNP,G4183,Revelation 17,76815
μεθ,with,Prep,G3326,Revelation 17,76816
ἧς,whom,RelPro-GFS,G3739,Revelation 17,76817
ἐπόρνευσαν,have committed sexual immorality,V-AIA-3P,G4203,Revelation 17,76818
οἱ,the,Art-NMP,G3588,Revelation 17,76819
βασιλεῖς,kings,N-NMP,G935,Revelation 17,76820
γῆς,earth,N-GFS,G1093,Revelation 17,76821
ἐμεθύσθησαν,have been made drunk,V-AIP-3P,G3182,Revelation 17,76822
κατοικοῦντες,dwelling,V-PPA-NMP,G2730,Revelation 17,76823
τὴν,on the,Art-AFS,G3588,Revelation 17,76824
γῆν,earth,N-AFS,G1093,Revelation 17,76825
τοῦ,the,Art-GMS,G3588,Revelation 17,76826
οἴνου,wine,N-GMS,G3631,Revelation 17,76827
πορνείας,sexual immorality,N-GFS,G4202,Revelation 17,76828
αὐτῆς,of her,PPro-GF3S,G846,Revelation 17,76829
ἀπήνεγκέν,he carried away,V-AIA-3S,G667,Revelation 17,76830
με,me,PPro-A1S,G1473,Revelation 17,76831
εἰς,into,Prep,G1519,Revelation 17,76832
ἔρημον,a wilderness,Adj-AFS,G2048,Revelation 17,76833
ἐν,in,Prep,G1722,Revelation 17,76834
Πνεύματι,the Spirit,N-DNS,G4151,Revelation 17,76835
εἶδον,I saw,V-AIA-1S,G3708,Revelation 17,76836
γυναῖκα,a woman,N-AFS,G1135,Revelation 17,76837
καθημένην,sitting,V-PPM/P-AFS,G2521,Revelation 17,76838
θηρίον,a beast,N-ANS,G2342,Revelation 17,76839
κόκκινον,scarlet,Adj-ANS,G2847,Revelation 17,76840
γέμοντα,being full,V-PPA-ANP,G1073,Revelation 17,76841
ὀνόματα,of names,N-ANP,G3686,Revelation 17,76842
βλασφημίας,of blasphemy,N-GFS,G988,Revelation 17,76843
ἔχων,having,V-PPA-NMS,G2192,Revelation 17,76844
κεφαλὰς,heads,N-AFP,G2776,Revelation 17,76845
κέρατα,horns,N-ANP,G2768,Revelation 17,76846
δέκα,ten,Adj-ANP,G1176,Revelation 17,76847
ἡ,the,Art-NFS,G3588,Revelation 17,76848
γυνὴ,woman,N-NFS,G1135,Revelation 17,76849
ἦν,was,V-IIA-3S,G1510,Revelation 17,76850
περιβεβλημένη,clothed in,V-RPM/P-NFS,G4016,Revelation 17,76851
πορφυροῦν,purple,Adj-ANS,G4210,Revelation 17,76852
κεχρυσωμένη,adorned,V-RPM/P-NFS,G5558,Revelation 17,76853
χρυσίῳ,with gold,N-DNS,G5553,Revelation 17,76854
λίθῳ,stone,N-DMS,G3037,Revelation 17,76855
τιμίῳ,precious,Adj-DMS,G5093,Revelation 17,76856
μαργαρίταις,pearls,N-DMP,G3135,Revelation 17,76857
ἔχουσα,holding,V-PPA-NFS,G2192,Revelation 17,76858
ποτήριον,a cup,N-ANS,G4221,Revelation 17,76859
χρυσοῦν,golden,Adj-ANS,G5552,Revelation 17,76860
τῇ,the,Art-DFS,G3588,Revelation 17,76861
χειρὶ,hand,N-DFS,G5495,Revelation 17,76862
γέμον,being full,V-PPA-ANS,G1073,Revelation 17,76863
βδελυγμάτων,of abominations,N-GNP,G946,Revelation 17,76864
τὰ,the,Art-ANP,G3588,Revelation 17,76865
ἀκάθαρτα,impurity,Adj-ANP,G169,Revelation 17,76866
μέτωπον,forehead,N-ANS,G3359,Revelation 17,76867
ὄνομα,a name,N-NNS,G3686,Revelation 17,76868
γεγραμμένον,was written,V-RPM/P-NNS,G1125,Revelation 17,76869
μυστήριον,a mystery,N-NNS,G3466,Revelation 17,76870
ΒΑΒΥΛΩΝ,Babylon,N-NFS,G897,Revelation 17,76871
Ο,the,Art-NFS,G3588,Revelation 17,76872
ΜΕΓΑΛΗ,Great,Adj-NFS,G3173,Revelation 17,76873
ΜΗΤΗΡ,mother,N-NFS,G3384,Revelation 17,76874
ΤΩΝ,of the,Art-GFP,G3588,Revelation 17,76875
ΠΟΡΝΩΝ,prostitutes,N-GFP,G4204,Revelation 17,76876
ΚΑΙ,and,Conj,G2532,Revelation 17,76877
ΤΩΝ,of the,Art-GNP,G3588,Revelation 17,76878
ΒΔΕΛΥΓΜΑΤΩΝ,abominations,N-GNP,G946,Revelation 17,76879
ΤΗΣ,of the,Art-GFS,G3588,Revelation 17,76880
ΓΗΣ,earth,N-GFS,G1093,Revelation 17,76881
μεθύουσαν,being drunk,V-PPA-AFS,G3184,Revelation 17,76882
τοῦ,the,Art-GNS,G3588,Revelation 17,76883
αἵματος,blood,N-GNS,G129,Revelation 17,76884
ἁγίων,saints,Adj-GMP,G40,Revelation 17,76885
μαρτύρων,witnesses,N-GMP,G3144,Revelation 17,76886
Ἰησοῦ,of Jesus,N-GMS,G2424,Revelation 17,76887
ἐθαύμασα,I marveled,V-AIA-1S,G2296,Revelation 17,76888
ἰδὼν,having seen,V-APA-NMS,G3708,Revelation 17,76889
αὐτὴν,her,PPro-AF3S,G846,Revelation 17,76890
θαῦμα,with wonder,N-ANS,G2295,Revelation 17,76891
μέγα,great,Adj-ANS,G3173,Revelation 17,76892
εἶπέν,said,V-AIA-3S,G2036,Revelation 17,76893
μοι,to me,PPro-D1S,G1473,Revelation 17,76894
ὁ,the,Art-NMS,G3588,Revelation 17,76895
ἄγγελος,angel,N-NMS,G32,Revelation 17,76896
Διὰ,Because of,Prep,G1223,Revelation 17,76897
τί,why,IPro-ANS,G5101,Revelation 17,76898
ἐθαύμασας,did you marvel,V-AIA-2S,G2296,Revelation 17,76899
ἐγὼ,I,PPro-N1S,G1473,Revelation 17,76900
ἐρῶ,will tell,V-FIA-1S,G2046,Revelation 17,76901
μυστήριον,mystery,N-ANS,G3466,Revelation 17,76902
γυναικὸς,woman,N-GFS,G1135,Revelation 17,76903
θηρίου,beast,N-GNS,G2342,Revelation 17,76904
βαστάζοντος,carrying,V-PPA-GNS,G941,Revelation 17,76905
αὐτήν,her,PPro-AF3S,G846,Revelation 17,76906
ἔχοντος,having,V-PPA-GNS,G2192,Revelation 17,76907
Τὸ,The,Art-NNS,G3588,Revelation 17,76908
θηρίον,beast,N-NNS,G2342,Revelation 17,76909
ὃ,that,RelPro-ANS,G3739,Revelation 17,76910
εἶδες,you saw,V-AIA-2S,G3708,Revelation 17,76911
οὐκ,not,Adv,G3756,Revelation 17,76912
ἔστιν,is,V-PIA-3S,G1510,Revelation 17,76913
μέλλει,is about,V-PIA-3S,G3195,Revelation 17,76914
ἀναβαίνειν,to come up,V-PNA,G305,Revelation 17,76915
ἀβύσσου,Abyss,N-GFS,G12,Revelation 17,76916
ἀπώλειαν,destruction,N-AFS,G684,Revelation 17,76917
ὑπάγει,go,V-PIA-3S,G5217,Revelation 17,76918
θαυμασθήσονται,will wonder,V-FIP-3P,G2296,Revelation 17,76919
ὧν,whose,RelPro-GMP,G3739,Revelation 17,76920
οὐ,not,Adv,G3756,Revelation 17,76921
γέγραπται,are written,V-RIM/P-3S,G1125,Revelation 17,76922
τὸ,-,Art-NNS,G3588,Revelation 17,76923
βιβλίον,book,N-ANS,G975,Revelation 17,76924
ζωῆς,of life,N-GFS,G2222,Revelation 17,76925
ἀπὸ,from,Prep,G575,Revelation 17,76926
καταβολῆς,the foundation,N-GFS,G2602,Revelation 17,76927
κόσμου,of the world,N-GMS,G2889,Revelation 17,76928
βλεπόντων,seeing,V-PPA-GMP,G991,Revelation 17,76929
ὅτι,which,Conj,G3754,Revelation 17,76930
παρέσται,will be,V-FIM-3S,G3918,Revelation 17,76931
Ὧδε,Here is,Adv,G5602,Revelation 17,76932
νοῦς,mind,N-NMS,G3563,Revelation 17,76933
σοφίαν,wisdom,N-AFS,G4678,Revelation 17,76934
αἱ,The,Art-NFP,G3588,Revelation 17,76935
ἑπτὰ,seven,Adj-NFP,G2033,Revelation 17,76936
κεφαλαὶ,heads,N-NFP,G2776,Revelation 17,76937
ἑπτὰ,seven,Adj-NNP,G2033,Revelation 17,76938
ὄρη,mountains,N-NNP,G3735,Revelation 17,76939
εἰσίν,are,V-PIA-3P,G1510,Revelation 17,76940
ὅπου,where,Adv,G3699,Revelation 17,76941
κάθηται,sits,V-PIM/P-3S,G2521,Revelation 17,76942
ἐπ,on,Prep,G1909,Revelation 17,76943
αὐτῶν,them,PPro-GN3P,G846,Revelation 17,76944
ἑπτά,seven,Adj-NMP,G2033,Revelation 17,76945
εἰσιν,there are,V-PIA-3P,G1510,Revelation 17,76946
πέντε,five,Adj-NMP,G4002,Revelation 17,76947
ἔπεσαν,are fallen,V-AIA-3P,G4098,Revelation 17,76948
ἄλλος,other,Adj-NMS,G243,Revelation 17,76949
οὔπω,not yet,Adv,G3768,Revelation 17,76950
ὅταν,when,Conj,G3752,Revelation 17,76951
ἔλθῃ,he shall have come,V-ASA-3S,G2064,Revelation 17,76952
ὀλίγον,a little while,Adj-ANS,G3641,Revelation 17,76953
αὐτὸν,him,PPro-AM3S,G846,Revelation 17,76954
δεῖ,it behooves,V-PIA-3S,G1163,Revelation 17,76955
μεῖναι,to remain,V-ANA,G3306,Revelation 17,76956
ὃ,which,RelPro-NNS,G3739,Revelation 17,76957
αὐτὸς,himself,PPro-NM3S,G846,Revelation 17,76958
ὄγδοός,an eighth,Adj-NMS,G3590,Revelation 17,76959
ἐστιν,is,V-PIA-3S,G1510,Revelation 17,76960
ἑπτά,seven,Adj-GMP,G2033,Revelation 17,76961
τὰ,the,Art-NNP,G3588,Revelation 17,76962
δέκα,ten,Adj-NNP,G1176,Revelation 17,76963
κέρατα,horns,N-NNP,G2768,Revelation 17,76964
ἃ,which,RelPro-ANP,G3739,Revelation 17,76965
δέκα,ten,Adj-NMP,G1176,Revelation 17,76966
οἵτινες,who,RelPro-NMP,G3748,Revelation 17,76967
βασιλείαν,a kingdom,N-AFS,G932,Revelation 17,76968
ἔλαβον,have received,V-AIA-3P,G2983,Revelation 17,76969
ἀλλὰ,but,Conj,G235,Revelation 17,76970
ἐξουσίαν,authority,N-AFS,G1849,Revelation 17,76971
ὡς,as,Adv,G5613,Revelation 17,76972
μίαν,one,Adj-AFS,G1520,Revelation 17,76973
ὥραν,hour,N-AFS,G5610,Revelation 17,76974
λαμβάνουσιν,receive,V-PIA-3P,G2983,Revelation 17,76975
μετὰ,along with,Prep,G3326,Revelation 17,76976
οὗτοι,These,DPro-NMP,G3778,Revelation 17,76977
γνώμην,mind,N-AFS,G1106,Revelation 17,76978
ἔχουσιν,have,V-PIA-3P,G2192,Revelation 17,76979
δύναμιν,power,N-AFS,G1411,Revelation 17,76980
αὐτῶν,of themselves,PPro-GM3P,G846,Revelation 17,76981
τῷ,to the,Art-DNS,G3588,Revelation 17,76982
θηρίῳ,beast,N-DNS,G2342,Revelation 17,76983
διδόασιν,they shall give up,V-PIA-3P,G1325,Revelation 17,76984
Οὗτοι,These,DPro-NMP,G3778,Revelation 17,76985
Ἀρνίου,Lamb,N-GNS,G721,Revelation 17,76986
πολεμήσουσιν,war will make,V-FIA-3P,G4170,Revelation 17,76987
Ἀρνίον,Lamb,N-NNS,G721,Revelation 17,76988
νικήσει,will overcome,V-FIA-3S,G3528,Revelation 17,76989
αὐτούς,them,PPro-AM3P,G846,Revelation 17,76990
Κύριος,Lord,N-NMS,G2962,Revelation 17,76991
κυρίων,of lords,N-GMP,G2962,Revelation 17,76992
ἐστὶν,He is,V-PIA-3S,G1510,Revelation 17,76993
Βασιλεὺς,King,N-NMS,G935,Revelation 17,76994
βασιλέων,of kings,N-GMP,G935,Revelation 17,76995
αὐτοῦ,Him,PPro-GM3S,G846,Revelation 17,76996
κλητοὶ,are called,Adj-NMP,G2822,Revelation 17,76997
ἐκλεκτοὶ,chosen,Adj-NMP,G1588,Revelation 17,76998
πιστοί,faithful,Adj-NMP,G4103,Revelation 17,76999
λέγει,he says,V-PIA-3S,G3004,Revelation 17,77000
Τὰ,The,Art-NNP,G3588,Revelation 17,77001
ὕδατα,waters,N-NNP,G5204,Revelation 17,77002
οὗ,where,Adv,G3757,Revelation 17,77003
πόρνη,prostitute,N-NFS,G4204,Revelation 17,77004
λαοὶ,peoples,N-NMP,G2992,Revelation 17,77005
ὄχλοι,multitudes,N-NMP,G3793,Revelation 17,77006
εἰσὶν,are,V-PIA-3P,G1510,Revelation 17,77007
ἔθνη,nations,N-NNP,G1484,Revelation 17,77008
γλῶσσαι,tongues,N-NFP,G1100,Revelation 17,77009
μισήσουσιν,will hate,V-FIA-3P,G3404,Revelation 17,77010
πόρνην,prostitute,N-AFS,G4204,Revelation 17,77011
ἠρημωμένην,desolate,V-RPM/P-AFS,G2049,Revelation 17,77012
ποιήσουσιν,will make,V-FIA-3P,G4160,Revelation 17,77013
γυμνήν,naked,Adj-AFS,G1131,Revelation 17,77014
σάρκας,flesh,N-AFP,G4561,Revelation 17,77015
φάγονται,they will eat,V-FIM-3P,G5315,Revelation 17,77016
κατακαύσουσιν,they will burn,V-FIA-3P,G2618,Revelation 17,77017
πυρί,fire,N-DNS,G4442,Revelation 17,77018
γὰρ,For,Conj,G1063,Revelation 17,77019
Θεὸς,God,N-NMS,G2316,Revelation 17,77020
ἔδωκεν,has put,V-AIA-3S,G1325,Revelation 17,77021
καρδίας,hearts,N-AFP,G2588,Revelation 17,77022
ποιῆσαι,to do,V-ANA,G4160,Revelation 17,77023
δοῦναι,to give,V-ANA,G1325,Revelation 17,77024
ἄχρι,until,Conj,G891,Revelation 17,77025
τελεσθήσονται,will be fulfilled,V-FIP-3P,G5055,Revelation 17,77026
λόγοι,words,N-NMP,G3056,Revelation 17,77027
Θεοῦ,of God,N-GMS,G2316,Revelation 17,77028
ἣν,whom,RelPro-AFS,G3739,Revelation 17,77029
πόλις,city,N-NFS,G4172,Revelation 17,77030
μεγάλη,great,Adj-NFS,G3173,Revelation 17,77031
Μετὰ,After,Prep,G3326,Revelation 18,77032
ταῦτα,these things,DPro-ANP,G3778,Revelation 18,77033
εἶδον,I saw,V-AIA-1S,G3708,Revelation 18,77034
ἄλλον,another,Adj-AMS,G243,Revelation 18,77035
ἄγγελον,angel,N-AMS,G32,Revelation 18,77036
καταβαίνοντα,descending,V-PPA-AMS,G2597,Revelation 18,77037
ἐκ,out of,Prep,G1537,Revelation 18,77038
τοῦ,-,Art-GMS,G3588,Revelation 18,77039
οὐρανοῦ,heaven,N-GMS,G3772,Revelation 18,77040
ἔχοντα,having,V-PPA-AMS,G2192,Revelation 18,77041
ἐξουσίαν,authority,N-AFS,G1849,Revelation 18,77042
μεγάλην,great,Adj-AFS,G3173,Revelation 18,77043
καὶ,and,Conj,G2532,Revelation 18,77044
ἡ,the,Art-NFS,G3588,Revelation 18,77045
γῆ,earth,N-NFS,G1093,Revelation 18,77046
ἐφωτίσθη,was illuminated,V-AIP-3S,G5461,Revelation 18,77047
τῆς,the,Art-GFS,G3588,Revelation 18,77048
δόξης,glory,N-GFS,G1391,Revelation 18,77049
αὐτοῦ,of him,PPro-GM3S,G846,Revelation 18,77050
ἔκραξεν,he cried out,V-AIA-3S,G2896,Revelation 18,77051
ἐν,in,Prep,G1722,Revelation 18,77052
ἰσχυρᾷ,a mighty,Adj-DFS,G2478,Revelation 18,77053
φωνῇ,voice,N-DFS,G5456,Revelation 18,77054
λέγων,saying,V-PPA-NMS,G3004,Revelation 18,77055
Ἔπεσεν,Fallen,V-AIA-3S,G4098,Revelation 18,77056
ἔπεσεν,Fallen is,V-AIA-3S,G4098,Revelation 18,77057
Βαβυλὼν,Babylon,N-NFS,G897,Revelation 18,77058
μεγάλη,great,Adj-NFS,G3173,Revelation 18,77059
ἐγένετο,she has become,V-AIM-3S,G1096,Revelation 18,77060
κατοικητήριον,a habitation,N-NNS,G2732,Revelation 18,77061
δαιμονίων,of demons,N-GNP,G1140,Revelation 18,77062
φυλακὴ,a prison,N-NFS,G5438,Revelation 18,77063
παντὸς,of every,Adj-GNS,G3956,Revelation 18,77064
πνεύματος,spirit,N-GNS,G4151,Revelation 18,77065
ἀκαθάρτου,unclean,Adj-GNS,G169,Revelation 18,77066
ὀρνέου,bird,N-GNS,G3732,Revelation 18,77067
καὶ,and,Conj,G2532,Revelation 18,77068
θηρίου,creature,N-GNS,G2342,Revelation 18,77069
ἀκαθάρτου,unclean,Adj-GNS,G169,Revelation 18,77070
μεμισημένου,having been hated,V-RPM/P-GNS,G3404,Revelation 18,77071
ὅτι,For,Conj,G3754,Revelation 18,77072
οἴνου,wine,N-GMS,G3631,Revelation 18,77073
θυμοῦ,wrath,N-GMS,G2372,Revelation 18,77074
