,word,lemma,english_translation,beta_code,parsing_abbreviation,chapter_number,chapter_name,title
157,σοι,σύ,"σύ, σύ, you (sg.)",soi,  personal pronoun dative singular,1,Aesop's Fables,The Father and the Son
158,πέπρωται,πορεῖν,"πορεῖν, have offered, given",pe/prwtai,  perfect middle-passive indicative 3rd singular,1,Aesop's Fables,The Father and the Son
159,ταῦτα,οὗτος,"οὗτος, οὗτος, αὕτη, τοῦτο, this, that",tau=ta,"  demonstrative pronoun neuter nominative plural,  demonstrative pronoun neuter vocative plural,   demonstrative pronoun neuter accusative plural",1,Aesop's Fables,The Father and the Son
160,τλῆθι,τλάω,"τλάω, to take upon oneself, to bear, suffer, undergo",tlh=qi,  aorist active imperative 2nd singular,1,Aesop's Fables,The Father and the Son
161,γενναίως,γενναῖος,"γενναῖος, γενναῖος α ον, noble, fine (adjective)",gennai/ws,"  adverb,  masculine accusative plural (NCA),  feminine accusative plural (NCA)",1,Aesop's Fables,The Father and the Son
162,καὶ,καί,"καί, καί, and, also, even",kai\,"  conjunction,   adverb",1,Aesop's Fables,The Father and the Son
163,μὴ,μή,"μή, μή, not",mh\,"  conjunction,   adverb",1,Aesop's Fables,The Father and the Son
164,σοφίζου·,σοφίζω,"σοφίζω, to make wise, instruct",sofi/zou:, present middle-passive imperative 2nd singular (morph21),1,Aesop's Fables,The Father and the Son
165,τὸ,ὁ,"ὁ, ὁ, the [definite article]",to\,"  definite article neuter nominative singular,   definite article neuter accusative singular",1,Aesop's Fables,The Father and the Son
166,χρεὼν,χρεών,"χρεών, necessity; it is necessary",xrew\n,  neuter singular,1,Aesop's Fables,The Father and the Son
167,γὰρ,γάρ,"γάρ, γάρ, for (explanatory)",ga\r,  particle,1,Aesop's Fables,The Father and the Son
168,οὐ,οὐ,"οὐ, οὐ, οὐκ, οὐχ, not",ou),  adverb,1,Aesop's Fables,The Father and the Son
169,φεύξῃ.,φεύγω,"φεύγω, φεύγω, φεύξομαι, ἔφυγον, πέφευγα, ΧΧΧ, ΧΧΧ, flee; be in exile; be a defendant",feu/ch|.,  future middle indicative 2nd singular,1,Aesop's Fables,The Father and the Son
